                                                                                           ,,,"Fall 2025 Final Exam Schedule
Updated December 10, 2025",,,,,
"Note: If you have a conflict, please speak to your instructors. All conflicts must be resolved between the instructors and the student.",,,,,,,,
"To filter data, click the drop-down arrow on the column you want to filter: 
- Use the search box to find specific values.
- Check or uncheck boxes next to the values you want to filter.
- Select ""Add current selection to filter"" to add to your class list.
If you can't find your class, try typing the first few letters, and it should show up in the filter selection.",,,,,,,,
,,,,,,,,
Session,Class,Course Title,Instructor,Date,Start Time,End Time,Building & Room,Campus
Fall 2025,ARCH 501 W01,Architectural Design VII,Kim,"Friday, December 19, 2025",3:00 PM,5:00 PM,"Education Hall, Rm. 223",Long Island
Fall 2025,ARCH 501 W02,Architectural Design VII,Shieh,"Friday, December 19, 2025",3:00 PM,5:00 PM,"Education Hall, Rm. 223",Long Island
Fall 2025,ARCH 531 M01,Thesis Topical Research Semina,Melis,"Wednesday, December 17, 2025",3:00 PM,5:00 PM,"Guiliano Global Ctr., Rm. 502",New York City
Fall 2025,ARCH 531 M02,Thesis Topical Research Semina,Campuzano,"Wednesday, December 17, 2025",3:00 PM,5:00 PM,"Guiliano Global Ctr., Rm. 502",New York City
Fall 2025,ARCH 531 M03,Thesis Topical Research Semina,Acosta Perez,"Wednesday, December 17, 2025",3:00 PM,5:00 PM,"Guiliano Global Ctr., Rm. 502",New York City
Fall 2025,ARCH 531 M04,Thesis Topical Research Semina,DeFazio,"Wednesday, December 17, 2025",3:00 PM,5:00 PM,"Guiliano Global Ctr., Rm. 502",New York City
Fall 2025,ARCH 531 M05,Thesis Topical Research Semina,Raven,"Wednesday, December 17, 2025",3:00 PM,5:00 PM,"16 W. 61st St., Rm. 923",New York City
Fall 2025,ARCH 531 W01,Thesis Topical Research Semina,Jung,"Wednesday, December 17, 2025",3:00 PM,5:00 PM,"Education Hall, Rm. 134",Long Island
Fall 2025,ARCH 531 W04,Thesis Topical Research Semina,Blasetti,"Thursday, December 18, 2025",12:45 PM,2:45 PM,"Education Hall, Rm. 140",Long Island
Fall 2025,ARCH 601 M01,M. ARCH Studio 1,Balza Gerardino,"Friday, December 19, 2025",3:00 PM,5:00 PM,"Guiliano Global Ctr., Rm. 1119",New York City
Fall 2025,ARCH 611 M01,Intro to Structures & Tech,Oktawiec,"Wednesday, December 17, 2025",3:00 PM,5:00 PM,"Guiliano Global Ctr., Rm. 1120",New York City
